id,trigger,conditions,script,text,options,notes
shroudedSubstrateOptSelD,DialogOptionSelected,$option == shroudedSubstrate_optSelD,"$saidDestroyed = true 0
FireAll shroudedSubstrateBeginOpts","O Engenheiro sorri para o Técnico.

""É essencialmente instável, se deixado sozinho,"" admite o Técnico. ""Sem contenção, ele vai,"" uma pausa, buscando a palavra certa.

""Desvanecer? Não, se retrair. Lentamente. O processo é não-linear e parece acelerar com o tempo. Embora seja difícil medir termos exatos de massa, volume ou... saída. Tudo simplesmente se torna... menos.""",,
shroudedSubstrateOptSelE,DialogOptionSelected,$option == shroudedSubstrate_optSelE,,"O Técnico olha para o Engenheiro, que mal consegue conter um sorriso apesar de um ceticismo anterior. Seu engenheiro-chefe acena e vira um TriPad para você.

""É bem simples, $playerSirOrMadam. Aumente a escala do aparato de testes usando equipamentos comuns modificados para produzir saídas na faixa de aplicação de combate. Um chassi robusto não é difícil. Já estamos equipados para reparar componentes modulares da maioria dos sistemas de armas usando componentes microforjados e estoques de suprimentos existentes.""

Eles fazem uma pausa, olhando novamente para o compartimento de trabalho. ""A chave é esse 'substrato'. Ele fornece o núcleo, a... amplificação, a transformação.""",shroudedSubstrate_optSelE2:Continuar,
shroudedSubstrateOptSelE2,DialogOptionSelected,$option == shroudedSubstrate_optSelE2,"$saidWeaponized = true 0
FireAll shroudedSubstrateBeginOpts","O Técnico fala: ""Usando dados de sensores registrados durante nosso encontro com as... hum... entidades hostis, acreditamos ser possível reproduzir de forma confiável certos efeitos que foram observados.""

Os projetos que rolam diante de você são complexos, mas você reconhece os condutores e capacitores comuns em montagens de armas de energia. E algo estranho no centro de cada projeto, algum coração pulsante que não deveria estar nessas criações humanas.

Você confia em seus oficiais o suficiente para não perguntar se as saídas de energia projetadas são um erro — você já viu do que essas coisas são capazes.",,
shroudedSubstrateOptSelF,DialogOptionSelected,$option == shroudedSubstrate_optSelF,"$player.canMakeDwellerWeapons = true
Highlight $player.shroudedSubstrateAvailable
FireBest CheckPlayerHasNoSubstrate","""$PlayerSirOrMadam,"" eles dizem em uníssono mais uma vez.

Substrato Encoberto disponível: $player.shroudedSubstrateAvailable unidade(s).","substrate_selectWeapons:Selecionar armas para montar
defaultLeave:Sair",
,,,,,,
shroudedSubstrateWasAnalyzed,ShroudedSubstrateRightClick,$player.canMakeDwellerWeapons,"ShowImageVisual shrouded_weapon_assembly
Highlight $player.shroudedSubstrateAvailable
FireBest CheckPlayerHasNoSubstrate","Você se reúne com seu oficial de tecnologia e engenheiro-chefe em uma pequena sala de briefing com vista para um compartimento de trabalho adaptado para armazenar e analisar os espécimes incomuns que você encontrou. Eles estão debruçados sobre projetos, em meio a uma discussão sobre detalhes de implementação. Você fica satisfeito ao notar que a discordância deles se baseia em respeito profissional.

Eles notam sua presença e, em uníssono, dizem ""$PlayerSirOrMadam.""

Substrato Encoberto disponível: $player.shroudedSubstrateAvailable unidade(s).","substrate_selectWeapons:Selecionar armas para montar
defaultLeave:Sair",
substrate_selectWeaponsSel,DialogOptionSelected,$option == substrate_selectWeapons,DwellerCMD showWeaponPicker,,,
SubstrateWeaponsPicked,SubstrateWeaponsPicked,,"Highlight $player.shroudedSubstrateAvailable
FireBest CheckPlayerHasNoSubstrate","Seu oficial de tecnologia e engenheiro-chefe debruçam-se sobre os projetos, discutindo detalhes de implementação. Você fica satisfeito ao notar que a discordância deles se baseia em respeito profissional.

Substrato Encoberto disponível: $player.shroudedSubstrateAvailable unidade(s).","substrate_selectWeapons:Selecionar armas para montar
defaultLeave:Sair",
CheckPlayerHasNoSubstrate,CheckPlayerHasNoSubstrate,$player.shroudedSubstrateAvailable <= 0,"SetEnabled substrate_selectWeapons false
SetTooltip substrate_selectWeapons ""No Shrouded Substrate available.""",,,
,,,,,,
,,,,,,
# Shrouded Thunderhead/Mantle/Lens - analyzing to learn hullmods,,,,,,
ShroudedHullmodItemRCMantle,ShroudedHullmodItemRC,$player.shroudedHullmodId == shrouded_mantle,"ShowImageVisual shrouded_weapon_assembly
FireAll MostLuddicEthosRefresh
$option = ShroudedHMM_talk1 0
FireBest DialogOptionSelected",,,
ShroudedHullmodItemRCMantle1a,DialogOptionSelected,$option == ShroudedHMM_talk1,"$option = ShroudedHMM_talk2 0
FireBest DialogOptionSelected",Você encontra seu oficial de tecnologia e engenheiro-chefe em uma discussão profunda sobre um dos espécimes incomuns armazenados no compartimento de 'salvamento especial'.,,
ShroudedHullmodItemRCMantle1b,DialogOptionSelected,"$option == ShroudedHMM_talk1
$player.didAShroudedHullmodUnlock","$option = ShroudedHMM_talk2 0
FireBest DialogOptionSelected",Você encontra seu oficial de tecnologia e engenheiro-chefe em outra discussão sobre um dos espécimes incomuns guardados na baía de 'salvamento especial'.,,
ShroudedHullmodItemRCMantle2,DialogOptionSelected,$option == ShroudedHMM_talk2,,"A Engenharia está franzindo a testa, manipulando um diagrama de uma nave com toques abruptos na interface. 'Terá que ser ancorado à grade de fluxo. Só assim para mantê-lo próximo o suficiente da geometria do casco.'

'Exatamente,' diz o Técnico. 'Para evitar que o material exótico se dissipe! Ele vai absorver energia dos projéteis que chegam, armazenando-a no... meta-plasma?'

A Engenharia bufa com desdém.

'É apenas um termo provisório,' diz o Técnico, na defensiva.",ShroudedHMM_talk3:Continuar,
ShroudedHullmodItemRCMantle3,DialogOptionSelected,$option == ShroudedHMM_talk3,"$option = ShroudedHMM_talk4 0
FireBest DialogOptionSelected","'Não podemos armazenar energia para sempre nesse plasma teórico e imaginário,' diz a Engenharia. 'Terá que ir para algum lugar.'

'Inverta a polaridade dos conversores de fluxo e faça o campo de propulsão cintilar. Pronto, um leve abalo no espaço-tempo local.' O Técnico parece satisfeito consigo mesmo. 'Hum, quero dizer, na nave.'

'Você espera que seja um abalo leve.' A Engenharia franze a testa, puxando gráficos de temporização de supressão inercial de gravidade. 'Se funcionar.'",,
ShroudedHullmodItemRCMantle4a,DialogOptionSelected,$option == ShroudedHMM_talk4,,"'Vai funcionar,' diz o Técnico.","ShroudedHMM_talk5:""Prove. Quero uma proposta completa e um cronograma de testes até o fim do turno.""",
ShroudedHullmodItemRCMantle4b,DialogOptionSelected,"$option == ShroudedHMM_talk4
$player.didAShroudedHullmodUnlock",,"'Vai funcionar,' diz o Técnico. 'Lembra da última vez?'","ShroudedHMM_talk5:""Prove. Quero uma proposta completa e um cronograma de testes até o fim do turno.""",
ShroudedHullmodItemRCMantle5,DialogOptionSelected,$option == ShroudedHMM_talk5,"$player.didAShroudedHullmodUnlock = true
$option = ShroudedHMM_talk6 0
FireBest DialogOptionSelected","Ambos se põem em posição de sentido, tão envolvidos na discussão que não notaram sua aproximação.

'$PlayerSirOrMadam, sim, $playerSirOrMadam,' dizem, saudando.",,
ShroudedHullmodItemRCMantle5l,DialogOptionSelected,"$option == ShroudedHMM_talk5l
$player.luddicFaithfulOrChurchCom",$player.didAShroudedHullmodUnlock = true,"Ambos se põem em posição de sentido, tão envolvidos na discussão que não notaram sua aproximação.

'$PlayerSirOrMadam, sim, $playerSirOrMadam,' dizem, saudando.",ShroudedHMM_talk6:Continuar,
ShroudedHullmodItemRCMantle6,DialogOptionSelected,$option == ShroudedHMM_talk6,"Highlight ""literally demonic""
DwellerCMD unlockHullmod",Você considera a possibilidade inegável de que a fé luddita veria qualquer uso dessa tecnologia como literalmente demoníaco. Poderia ser declarado um herege fora-da-lei e caçado tanto pelos Cavaleiros de Ludd quanto pelo Caminho Luddico.,"defaultLeave:""Como quiser.""",
,,,,,,
ShroudedHullmodItemRCThunderH,ShroudedHullmodItemRC,$player.shroudedHullmodId == shrouded_thunderhead,"ShowImageVisual shrouded_weapon_assembly
FireAll MostLuddicEthosRefresh
$option = ShroudedHMTH_talk1 0
FireBest DialogOptionSelected",,,
ShroudedHullmodItemRCTH1a,DialogOptionSelected,$option == ShroudedHMTH_talk1,"$option = ShroudedHMTH_talk2 0
FireBest DialogOptionSelected",Você encontra seu oficial de tecnologia e engenheiro-chefe em uma discussão profunda sobre um dos espécimes incomuns guardados na baía de 'salvamento especial'.,,
ShroudedHullmodItemRCTH1b,DialogOptionSelected,"$option == ShroudedHMTH_talk1
$player.didAShroudedHullmodUnlock","$option = ShroudedHMTH_talk2 0
FireBest DialogOptionSelected",Você encontra seu oficial de tecnologia e engenheiro-chefe em outra discussão profunda sobre um dos espécimes incomuns guardados na baía de 'salvamento especial'.,,
ShroudedHullmodItemRCTH2,DialogOptionSelected,$option == ShroudedHMTH_talk2,,"O Técnico está girando um holograma complexíssimo cheio de linhas curvas e símbolos arcanos.

'Uma nuvem do material exótico poderia ser mantida dentro de um tipo de gradiente de hiperespaço cintilante... Teoricamente, ele acumularia carga à medida que projéteis atravessassem o campo 'imbuído' e... teoricamente, essa carga extra poderia ser sustentada e direcionada a inimigos próximos.'",ShroudedHMTH_talk3:Continuar,
ShroudedHullmodItemRCTH3,DialogOptionSelected,$option == ShroudedHMTH_talk3,"$player.didAShroudedHullmodUnlock = true
$option = ShroudedHMTH_talk4 0
FireBest DialogOptionSelected","'Teoricamente.' Os braços da Engenharia estão cruzados sob um olhar muito cético.

'Para operar durante o combate... hmm. Seriam necessárias modificações. Emissores de escudo, campo de propulsão, supressão inercial... Precisarei realizar alguns testes.'

Finalmente, a Engenharia nota que você está observando a conversa e se põe em posição de sentido. 'Com sua aprovação, $PlayerSirOrMadam.'",,
ShroudedHullmodItemRCTH4,DialogOptionSelected,$option == ShroudedHMTH_talk4,"Highlight ""literally demonic""
DwellerCMD unlockHullmod",Você considera a possibilidade inegável de que a fé luddita veria qualquer uso dessa tecnologia como literalmente demoníaco. Poderia ser declarado um herege fora-da-lei e caçado tanto pelos Cavaleiros de Ludd quanto pelo Caminho Luddico.,"defaultLeave:""Envie um relatório conjunto. Prosseguiremos... teoricamente.""",
ShroudedHullmodItemRCLens,ShroudedHullmodItemRC,$player.shroudedHullmodId == shrouded_lens,"ShowImageVisual shrouded_weapon_assembly
FireAll MostLuddicEthosRefresh
$option = ShroudedHML_talk1 0
FireBest DialogOptionSelected",,,
ShroudedHullmodItemRCL1a,DialogOptionSelected,$option == ShroudedHML_talk1,"$option = ShroudedHML_talk2 0
FireBest DialogOptionSelected",Você encontra seu oficial de tecnologia e engenheiro-chefe em uma discussão profunda sobre um dos espécimes incomuns guardados na baía de 'salvamento especial'.,,
ShroudedHullmodItemRCL1b,DialogOptionSelected,"$option == ShroudedHML_talk1
$player.didAShroudedHullmodUnlock","$option = ShroudedHML_talk2 0
FireBest DialogOptionSelected",Você encontra seu oficial de tecnologia e engenheiro-chefe em outra discussão profunda sobre um dos espécimes incomuns guardados na baía de 'salvamento especial'.,,
ShroudedHullmodItemRCL2,DialogOptionSelected,$option == ShroudedHML_talk2,,"'Essa 'lente' — é claro, apenas um termo provisório — não opera no espaço normal como tal.'

O Técnico está em modo de aula, sobre um holograma arcano. Você percebe que eles estão falando há alguns minutos pelo bocejo impaciente da Engenharia.

'Ela poderia ser instalada profundamente no casco, em um berço estabilizado especialmente — por segurança,' continua o Técnico.

A Engenharia parece sofrer ao descrever essa proposta como 'segura'.",ShroudedHML_talk3:Continuar,
ShroudedHullmodItemRCL3,DialogOptionSelected,$option == ShroudedHML_talk3,,"O Técnico prossegue sem considerar objeções.

'—ativá-la durante manobras de combate, ajustando a frequência das 'sondas' adaptadas dos estabilizadores do campo de propulsão. Isso criaria fraturas no hiperespaço que causariam danos terríveis a estruturas no espaço normal. Naves estelares, por exemplo. Agora, por motivos óbvios, o alcance teórico é infinito...'","ShroudedHML_talk4:""Uma arma com alcance infinito, você diz?""",
ShroudedHullmodItemRCL4,DialogOptionSelected,$option == ShroudedHML_talk4,$player.didAShroudedHullmodUnlock = true,"Ambos se assustam com suas palavras e se põem em posição de sentido. '¡$PlayerSirOrMadam!' dizem em uma sincronia nada característica.

A Engenharia aproveita para finalmente dizer algo. 'A precisão diminui de forma... interessante, em uma progressão harmônica acentuada. Mas isso significa que qualquer coisa além dos parâmetros de combate de médio alcance criará um surto energético em um ponto aleatório qualquer do universo no espaço normal.' Eles lançam um olhar de lado para o Técnico. 'Apenas mais um lampejo da radiação cósmica de fundo.'

O Técnico parece prestes a dizer algo, mas nenhuma palavra sai. A Engenharia preenche o silêncio novamente. 'Na prática, só poderia atingir inimigos razoavelmente próximos.'",ShroudedHML_talk5:Continuar,
ShroudedHullmodItemRCL5,DialogOptionSelected,$option == ShroudedHML_talk5,"Highlight ""literally demonic""
DwellerCMD unlockHullmod",Você considera a possibilidade inegável de que a fé luddita veria qualquer uso dessa tecnologia como literalmente demoníaco. Poderia ser declarado um herege fora-da-lei e caçado tanto pelos Cavaleiros de Ludd quanto pelo Caminho Luddico.,"defaultLeave:""Tenha uma proposta para mim até o fim do turno.""",
# Rogue giant planet in abyssal space; turbulence in atmosphere,,,,,,
abyssalGasGiantTurbulence,OpenInteractionDialog,"$market.isPlanetConditionMarketOnly
$abyssalGasGiantTurbulence score:100","ShowDefaultVisual
$visited = true","Sua $shipOrFleet se aproxima de $entityName.

O enorme planeta gira languidamente abaixo de sua $shipOrFleet, imerso em seu próprio criossono entre as estrelas distantes da galáxia. A compressão gravitacional e uma mínima corrente de decaimento radioativo aquecem o interior bem acima do meio interestelar, alimentando sistemas climáticos ativos que lentamente revolvem a superfície gelada do mundo.

""$PlayerSirOrMadam, eu-"" seu oficial de sensores puxa a transmissão ao vivo de um subconjunto de sensores. Isso chama a atenção da Seção Tática.

Após um momento, até você consegue ver: uma perturbação, um jorro de turbulência repentina como uma dúzia de furacões gigantes se invertendo.","abyssalGasGiant_turb2:""Sensores, relatório.""",
